Hexes {
(9 29)
(9 30)
(9 31)
(9 32)
(9 33)
(10 28)
(10 29)
(10 30)
(10 31)
(10 32)
(10 33)
(11 28)
(11 29)
(11 30)
(11 31)
(11 32)
(11 33)
(12 29)
(12 30)
(12 31)
(12 32)
(12 33)
(13 29)
(13 30)
(13 31)
(13 32)
(13 33)
(14 29)
(14 30)
(14 31)
(14 32)
(14 33)
(15 30)
(15 31)
(15 32)
(15 33)
(16 31)
(16 32)
(16 33)
(17 32)
(17 33)
(18 32)
(18 33)
(19 32)
(19 33)
(20 33)
(21 32)
(21 33)
(22 32)
(22 33)
(23 31)
(23 32)
(23 33)
(24 31)
(24 32)
(24 33)
(25 30)
(25 31)
(25 32)
(25 33)
(26 31)
(26 32)
(26 33)
(27 30)
(27 31)
}
FreeFrench {
(17 6)
(17 7)
(17 8)
(18 7)
(18 8)
(19 7)
(19 8)
(19 9)
(19 10)
(19 12)
(19 13)
(20 8)
(20 9)
(20 10)
(20 11)
(20 12)
(20 13)
(20 14)
(21 0)
(21 1)
(21 2)
(21 3)
(21 8)
(21 9)
(21 10)
(21 11)
(21 12)
(21 13)
(21 14)
(21 15)
(22 1)
(22 2)
(22 3)
(22 4)
(22 5)
(22 6)
(22 7)
(22 8)
(22 9)
(22 10)
(22 11)
(22 12)
(22 13)
(22 14)
(22 15)
(22 16)
(22 17)
(23 0)
(23 1)
(23 2)
(23 3)
(23 4)
(23 5)
(23 6)
(23 7)
(23 8)
(23 9)
(23 10)
(23 11)
(23 12)
(23 13)
(23 14)
(23 15)
(23 16)
(23 17)
(24 1)
(24 2)
(24 3)
(24 4)
(24 5)
(24 6)
(24 7)
(24 8)
(24 9)
(24 10)
(24 11)
(24 12)
(24 13)
(24 14)
(24 15)
(24 16)
(24 17)
(24 18)
(24 19)
(24 20)
(25 3)
(25 4)
(25 5)
(25 6)
(25 7)
(25 8)
(25 9)
(25 10)
(25 11)
(25 12)
(25 13)
(25 14)
(25 15)
(25 16)
(25 17)
(25 18)
(25 19)
(25 20)
(25 21)
(26 5)
(26 6)
(26 7)
(26 8)
(26 9)
(26 10)
(26 11)
(26 12)
(26 13)
(26 14)
(26 15)
(26 16)
(26 17)
(26 18)
(26 19)
(26 20)
(26 21)
(26 22)
(27 5)
(27 6)
(27 7)
(27 8)
(27 9)
(27 10)
(27 11)
(27 12)
(27 13)
(27 14)
(27 15)
(27 16)
(27 17)
(27 18)
(27 19)
(27 20)
(27 21)
(27 22)
(28 6)
(28 7)
(28 8)
(28 9)
(28 10)
(28 11)
(28 12)
(28 13)
(28 14)
(28 15)
(28 16)
(28 17)
(28 18)
(28 19)
(28 20)
(28 21)
(28 22)
(28 23)
(29 6)
(29 7)
(29 8)
(29 9)
(29 10)
(29 11)
(29 12)
(29 13)
(29 14)
(29 15)
(29 16)
(29 17)
(29 18)
(29 19)
(29 20)
(29 21)
(29 22)
(29 23)
(29 24)
(29 25)
(30 6)
(30 7)
(30 8)
(30 9)
(30 10)
(30 11)
(30 12)
(30 13)
(30 14)
(30 15)
(30 16)
(30 17)
(30 18)
(30 19)
(30 20)
(30 21)
(30 22)
(30 23)
(30 24)
(30 25)
(30 26)
(31 6)
(31 7)
(31 8)
(31 9)
(31 10)
(31 11)
(31 12)
(31 13)
(31 14)
(31 15)
(31 16)
(31 17)
(31 18)
(31 19)
(31 20)
(31 21)
(31 22)
(31 23)
(31 24)
(31 25)
(31 26)
(32 8)
(32 9)
(32 10)
(32 11)
(32 12)
(32 13)
(32 14)
(32 15)
(32 16)
(32 17)
(32 18)
(32 19)
(32 20)
(32 21)
(32 22)
(32 23)
(32 24)
(32 25)
(32 26)
(33 7)
(33 8)
(33 9)
(33 10)
(33 11)
(33 12)
(33 13)
(33 14)
(33 15)
(33 16)
(33 17)
(33 18)
(33 19)
(33 20)
(33 21)
(33 22)
(33 23)
(33 24)
(33 25)
(33 27)
(34 8)
(34 9)
(34 10)
(34 11)
(34 12)
(34 13)
(34 14)
(34 15)
(34 16)
(34 17)
(34 18)
(34 19)
(34 20)
(34 21)
(34 22)
(34 23)
(34 24)
(34 25)
(34 26)
(34 27)
(34 28)
(35 8)
(35 9)
(35 10)
(35 11)
(35 12)
(35 13)
(35 14)
(35 15)
(35 16)
(35 17)
(35 18)
(35 19)
(35 20)
(35 21)
(35 22)
(35 23)
(35 24)
(35 25)
(35 26)
(35 27)
(36 9)
(36 10)
(36 11)
(36 12)
(36 13)
(36 14)
(36 15)
(36 16)
(36 17)
(36 18)
(36 19)
(36 20)
(36 21)
(36 22)
(36 23)
(36 24)
(36 25)
(36 26)
(36 27)
(36 28)
(37 7)
(37 9)
(37 10)
(37 11)
(37 12)
(37 13)
(37 14)
(37 15)
(37 16)
(37 17)
(37 18)
(37 19)
(37 20)
(37 21)
(37 22)
(37 23)
(37 24)
(37 25)
(37 26)
(37 27)
(38 7)
(38 8)
(38 9)
(38 10)
(38 11)
(38 12)
(38 13)
(38 14)
(38 15)
(38 16)
(38 17)
(38 18)
(38 19)
(38 20)
(38 21)
(38 22)
(38 23)
(38 24)
(38 25)
(38 26)
(38 27)
(38 28)
(39 7)
(39 8)
(39 9)
(39 10)
(39 11)
(39 12)
(39 13)
(39 14)
(39 15)
(39 16)
(39 17)
(39 18)
(39 19)
(39 20)
(39 21)
(39 22)
(39 23)
(39 24)
(39 25)
(39 26)
(39 27)
(39 28)
(40 7)
(40 8)
(40 9)
(40 10)
(40 11)
(40 12)
(40 13)
(40 14)
(40 15)
(40 16)
(40 17)
(40 18)
(40 19)
(40 20)
(40 21)
(40 22)
(40 23)
(40 24)
(40 25)
(40 26)
(40 27)
(40 28)
(41 7)
(41 8)
(41 9)
(41 10)
(41 11)
(41 12)
(41 13)
(41 14)
(41 15)
(41 16)
(41 17)
(41 18)
(41 19)
(41 20)
(41 21)
(41 22)
(41 23)
(41 24)
(41 25)
(41 26)
(41 27)
(41 28)
(42 7)
(42 8)
(42 9)
(42 10)
(42 11)
(42 12)
(42 13)
(42 14)
(42 15)
(42 16)
(42 17)
(42 18)
(42 19)
(42 20)
(42 21)
(42 22)
(42 23)
(42 24)
(42 25)
(42 26)
(42 27)
(42 28)
(42 29)
(43 6)
(43 7)
(43 8)
(43 9)
(43 10)
(43 11)
(43 12)
(43 13)
(43 14)
(43 15)
(43 16)
(43 17)
(43 18)
(43 19)
(43 20)
(43 21)
(43 22)
(43 23)
(43 24)
(43 25)
(43 26)
(43 27)
(43 28)
(43 29)
(43 30)
(44 6)
(44 7)
(44 8)
(44 9)
(44 10)
(44 11)
(44 12)
(44 13)
(44 14)
(44 15)
(44 16)
(44 17)
(44 18)
(44 19)
(44 20)
(44 21)
(44 22)
(44 23)
(44 24)
(44 25)
(44 26)
(44 27)
(44 28)
(44 29)
(44 30)
(45 6)
(45 7)
(45 8)
(45 9)
(45 10)
(45 11)
(45 12)
(45 13)
(45 14)
(45 15)
(45 16)
(45 17)
(45 18)
(45 19)
(45 20)
(45 21)
(45 22)
(45 23)
(45 24)
(45 25)
(45 26)
(45 27)
(45 28)
(46 7)
(46 8)
(46 9)
(46 10)
(46 11)
(46 12)
(46 13)
(46 14)
(46 15)
(46 16)
(46 17)
(46 18)
(46 25)
(46 26)
(46 27)
(46 28)
(47 7)
(47 8)
(47 9)
(47 10)
(47 11)
(47 12)
(47 13)
(47 14)
(47 15)
(47 16)
(47 17)
}
HistoricalProgress {
(1 29) 50
(1 30) 50
(1 32) 50
(1 33) 50
(2 29) 50
(2 30) 50
(2 31) 50
(2 32) 50
(2 33) 50
(3 25) 46
(3 26) 46
(3 27) 46
(3 28) 50
(3 29) 50
(3 30) 50
(3 31) 50
(3 32) 50
(3 33) 50
(4 25) 46
(4 26) 46
(4 27) 46
(4 28) 46
(4 29) 50
(4 30) 50
(4 31) 50
(4 32) 50
(4 33) 50
(5 23) 50
(5 26) 45
(5 27) 45
(5 28) 45
(5 29) 46
(5 30) 46
(5 31) 46
(5 32) 46
(5 33) 46
(6 23) 50
(6 26) 50
(6 27) 45
(6 28) 45
(6 29) 45
(6 30) 46
(6 31) 46
(6 32) 46
(6 33) 46
(7 22) 50
(7 23) 50
(7 24) 50
(7 25) 46
(7 26) 44
(7 27) 44
(7 28) 44
(7 29) 44
(7 30) 44
(7 31) 44
(7 32) 44
(7 33) 44
(8 22) 50
(8 23) 50
(8 24) 50
(8 25) 44
(8 26) 44
(8 27) 44
(8 28) 43
(8 29) 44
(8 30) 44
(8 31) 44
(8 32) 44
(8 33) 44
(9 21) 50
(9 22) 50
(9 23) 50
(9 24) 28
(9 25) 18
(9 26) 39
(9 27) 42
(9 28) 43
(9 29) 44
(9 30) 44
(9 31) 44
(9 32) 44
(9 33) 44
(10 21) 23
(10 22) 22
(10 23) 28
(10 24) 28
(10 25) 18
(10 26) 28
(10 27) 39
(10 28) 44
(10 29) 45
(10 30) 44
(10 31) 44
(10 32) 44
(10 33) 44
(11 19) 14
(11 20) 24
(11 21) 21
(11 22) 22
(11 23) 28
(11 24) 18
(11 25) 24
(11 26) 39
(11 27) 39
(11 28) 45
(11 29) 45
(11 30) 44
(11 31) 44
(11 32) 44
(11 33) 44
(12 18) 13
(12 19) 13
(12 20) 14
(12 21) 14
(12 22) 13
(12 23) 28
(12 24) 18
(12 25) 28
(12 26) 39
(12 27) 39
(12 28) 39
(12 29) 46
(12 30) 44
(12 31) 44
(12 32) 44
(12 33) 44
(13 16) 17
(13 17) 50
(13 18) 13
(13 19) 13
(13 20) 13
(13 21) 13
(13 22) 15
(13 23) 15
(13 24) 15
(13 25) 15
(13 26) 28
(13 27) 39
(13 28) 39
(13 29) 45
(13 30) 43
(13 31) 44
(13 32) 44
(13 33) 44
(14 16) 16
(14 17) 13
(14 18) 13
(14 19) 13
(14 20) 13
(14 21) 13
(14 22) 13
(14 23) 13
(14 24) 14
(14 25) 14
(14 26) 15
(14 27) 39
(14 28) 41
(14 29) 42
(14 30) 42
(14 31) 44
(14 32) 44
(14 33) 44
(15 15) 13
(15 16) 13
(15 17) 13
(15 18) 13
(15 19) 13
(15 20) 13
(15 21) 13
(15 22) 14
(15 23) 14
(15 24) 14
(15 25) 15
(15 26) 39
(15 27) 40
(15 28) 40
(15 29) 40
(15 30) 44
(15 31) 44
(15 32) 44
(15 33) 44
(16 15) 13
(16 16) 13
(16 17) 13
(16 18) 13
(16 19) 13
(16 20) 13
(16 21) 13
(16 22) 13
(16 23) 14
(16 24) 14
(16 25) 14
(16 26) 15
(16 27) 39
(16 28) 40
(16 29) 40
(16 30) 41
(16 31) 42
(16 32) 43
(16 33) 44
(17 33) 44
(17 32) 44
(17 31) 41
(17 30) 41
(17 29) 40
(17 28) 40
(17 27) 39
(17 26) 15
(17 25) 15
(17 24) 14
(17 23) 14
(17 22) 13
(17 21) 13
(17 20) 13
(17 19) 13
(17 18) 13
(17 17) 13
(17 16) 13
(17 15) 13
(17 14) 13
(17 13) 13
(17 8) 3
(17 7) 4
(17 6) 3
(18 33) 44
(18 32) 44
(18 31) 41
(18 30) 40
(18 29) 40
(18 28) 39
(18 27) 39
(18 26) 15
(18 25) 15
(18 24) 14
(18 23) 13
(18 22) 13
(18 21) 13
(18 20) 13
(18 19) 13
(18 18) 13
(18 17) 13
(18 16) 13
(18 15) 13
(18 14) 13
(18 13) 13
(18 12) 15
(18 8) 1
(18 7) 2
(19 33) 44
(19 32) 44
(19 31) 41
(19 30) 41
(19 29) 40
(19 28) 40
(19 27) 39
(19 26) 15
(19 25) 15
(19 24) 14
(19 23) 13
(19 22) 13
(19 21) 13
(19 20) 13
(19 19) 13
(19 18) 13
(19 17) 13
(19 16) 13
(19 15) 13
(19 14) 13
(19 13) 12
(19 12) 12
(19 10) 5
(19 9) 1
(19 8) 1
(19 7) 8
(20 33) 44
(20 32) 44
(20 31) 41
(20 30) 40
(20 29) 40
(20 28) 28
(20 27) 24
(20 26) 15
(20 25) 14
(20 24) 13
(20 23) 13
(20 22) 13
(20 21) 13
(20 20) 13
(20 19) 13
(20 18) 13
(20 17) 13
(20 16) 13
(20 15) 13
(20 14) 12
(20 13) 12
(20 12) 12
(20 11) 11
(20 10) 11
(20 9) 8
(20 8) 8
(21 33) 44
(21 32) 44
(21 31) 43
(21 30) 43
(21 29) 43
(21 28) 28
(21 27) 25
(21 26) 23
(21 25) 15
(21 24) 14
(21 23) 13
(21 22) 13
(21 21) 13
(21 20) 13
(21 19) 13
(21 18) 13
(21 17) 13
(21 16) 13
(21 15) 12
(21 14) 12
(21 13) 12
(21 12) 12
(21 11) 11
(21 10) 11
(21 9) 8
(21 8) 8
(21 3) 9
(21 2) 9
(21 1) 9
(21 0) 9
(22 33) 44
(22 32) 44
(22 31) 28
(22 30) 28
(22 29) 28
(22 28) 25
(22 27) 23
(22 26) 15
(22 25) 14
(22 24) 14
(22 23) 13
(22 22) 13
(22 21) 13
(22 20) 13
(22 19) 13
(22 18) 13
(22 17) 12
(22 16) 12
(22 15) 11
(22 14) 11
(22 13) 11
(22 12) 11
(22 11) 11
(22 10) 11
(22 9) 10
(22 8) 8
(22 7) 9
(22 6) 11
(22 5) 9
(22 4) 9
(22 3) 9
(22 2) 9
(22 1) 16
(23 33) 50
(23 32) 50
(23 31) 50
(23 30) 25
(23 29) 25
(23 28) 25
(23 27) 23
(23 26) 23
(23 25) 15
(23 24) 14
(23 23) 14
(23 22) 13
(23 21) 13
(23 20) 13
(23 19) 13
(23 18) 13
(23 17) 12
(23 16) 12
(23 15) 11
(23 14) 11
(23 13) 11
(23 12) 11
(23 11) 11
(23 10) 10
(23 9) 10
(23 8) 10
(23 7) 9
(23 6) 9
(23 5) 9
(23 4) 9
(23 3) 9
(23 2) 9
(23 1) 9
(23 0) 9
(24 33) 50
(24 32) 50
(24 31) 50
(24 30) 25
(24 29) 25
(24 28) 23
(24 27) 23
(24 26) 15
(24 25) 14
(24 24) 14
(24 23) 14
(24 22) 14
(24 21) 13
(24 20) 12
(24 19) 12
(24 18) 12
(24 17) 12
(24 16) 11
(24 15) 11
(24 14) 11
(24 13) 11
(24 12) 11
(24 11) 10
(24 10) 10
(24 9) 10
(24 8) 10
(24 7) 9
(24 6) 10
(24 5) 9
(24 4) 9
(24 3) 50
(24 2) 9
(24 1) 9
(25 33) 50
(25 32) 50
(25 31) 50
(25 30) 50
(25 29) 35
(25 28) 25
(25 27) 15
(25 26) 15
(25 25) 15
(25 24) 14
(25 23) 14
(25 22) 14
(25 21) 14
(25 20) 13
(25 19) 13
(25 18) 12
(25 17) 12
(25 16) 11
(25 15) 11
(25 14) 11
(25 13) 11
(25 12) 11
(25 11) 10
(25 10) 10
(25 9) 10
(25 8) 10
(25 7) 10
(25 6) 10
(25 5) 10
(25 4) 10
(25 3) 9
(26 33) 50
(26 32) 50
(26 31) 50
(26 30) 36
(26 29) 24
(26 28) 24
(26 27) 15
(26 26) 15
(26 25) 15
(26 24) 15
(26 23) 15
(26 22) 15
(26 21) 15
(26 20) 15
(26 19) 15
(26 18) 15
(26 17) 15
(26 16) 15
(26 15) 11
(26 14) 11
(26 13) 11
(26 12) 11
(26 11) 10
(26 10) 10
(26 9) 10
(26 8) 10
(26 7) 10
(26 6) 10
(26 5) 10
(27 31) 50
(27 30) 50
(27 29) 28
(27 28) 24
(27 27) 15
(27 26) 15
(27 25) 15
(27 24) 15
(27 23) 15
(27 22) 15
(27 21) 15
(27 20) 15
(27 19) 15
(27 18) 15
(27 17) 15
(27 16) 15
(27 15) 15
(27 14) 15
(27 13) 11
(27 12) 11
(27 11) 10
(27 10) 10
(27 9) 10
(27 8) 10
(27 7) 10
(27 6) 10
(27 5) 50
(28 28) 15
(28 27) 15
(28 26) 15
(28 25) 15
(28 24) 15
(28 23) 15
(28 22) 15
(28 21) 15
(28 20) 15
(28 19) 15
(28 18) 15
(28 17) 15
(28 16) 15
(28 15) 15
(28 14) 15
(28 13) 15
(28 12) 15
(28 11) 15
(28 10) 15
(28 9) 15
(28 8) 15
(28 7) 15
(28 6) 15
(29 27) 15
(29 26) 15
(29 25) 15
(29 24) 15
(29 23) 15
(29 22) 15
(29 21) 15
(29 20) 15
(29 19) 15
(29 18) 15
(29 17) 15
(29 16) 15
(29 15) 15
(29 14) 15
(29 13) 15
(29 12) 15
(29 11) 15
(29 10) 15
(29 9) 15
(29 8) 15
(29 7) 15
(29 6) 15
(30 27) 15
(30 26) 15
(30 25) 15
(30 24) 15
(30 23) 15
(30 22) 15
(30 21) 15
(30 20) 15
(30 19) 15
(30 18) 15
(30 17) 15
(30 16) 15
(30 15) 15
(30 14) 15
(30 13) 15
(30 12) 15
(30 11) 15
(30 10) 15
(30 9) 15
(30 8) 15
(30 7) 15
(30 6) 15
(31 26) 15
(31 25) 15
(31 24) 15
(31 23) 15
(31 22) 15
(31 21) 15
(31 20) 15
(31 19) 15
(31 18) 15
(31 17) 15
(31 16) 15
(31 15) 15
(31 14) 15
(31 13) 15
(31 12) 15
(31 11) 15
(31 10) 15
(31 9) 15
(31 8) 15
(31 7) 15
(31 6) 15
(32 26) 15
(32 25) 15
(32 24) 15
(32 23) 15
(32 22) 15
(32 21) 15
(32 20) 15
(32 19) 15
(32 18) 15
(32 17) 15
(32 16) 15
(32 15) 15
(32 14) 15
(32 13) 15
(32 12) 15
(32 11) 15
(32 10) 15
(32 9) 15
(32 8) 50
(33 27) 15
(33 25) 15
(33 24) 15
(33 23) 15
(33 22) 15
(33 21) 15
(33 20) 15
(33 19) 15
(33 18) 15
(33 17) 15
(33 16) 15
(33 15) 15
(33 14) 15
(33 13) 15
(33 12) 15
(33 11) 15
(33 10) 15
(33 9) 15
(33 8) 50
(33 7) 50
(34 28) 15
(34 27) 15
(34 26) 15
(34 25) 15
(34 24) 13
(34 23) 13
(34 22) 15
(34 21) 15
(34 20) 15
(34 19) 15
(34 18) 15
(34 17) 15
(34 16) 15
(34 15) 15
(34 14) 15
(34 13) 15
(34 12) 15
(34 11) 15
(34 10) 15
(34 9) 15
(34 8) 50
(35 27) 15
(35 26) 15
(35 25) 15
(35 24) 13
(35 23) 13
(35 22) 13
(35 21) 15
(35 20) 15
(35 19) 50
(35 18) 15
(35 17) 15
(35 16) 15
(35 15) 15
(35 14) 15
(35 13) 15
(35 12) 15
(35 11) 15
(35 10) 15
(35 9) 15
(35 8) 50
(36 29) 50
(36 28) 15
(36 27) 15
(36 26) 15
(36 25) 13
(36 24) 13
(36 23) 13
(36 22) 13
(36 21) 16
(36 20) 50
(36 19) 15
(36 18) 15
(36 17) 15
(36 16) 15
(36 15) 15
(36 14) 15
(36 13) 15
(36 12) 15
(36 11) 15
(36 10) 15
(36 9) 50
(37 28) 50
(37 27) 15
(37 26) 15
(37 25) 13
(37 24) 13
(37 23) 13
(37 22) 13
(37 21) 15
(37 20) 50
(37 19) 15
(37 18) 15
(37 17) 15
(37 16) 15
(37 15) 15
(37 14) 15
(37 13) 15
(37 12) 15
(37 11) 15
(37 10) 15
(37 9) 50
(37 7) 50
(38 29) 50
(38 28) 15
(38 27) 15
(38 26) 13
(38 25) 12
(38 24) 12
(38 23) 13
(38 22) 13
(38 21) 50
(38 20) 15
(38 19) 15
(38 18) 15
(38 17) 15
(38 16) 15
(38 15) 15
(38 14) 15
(38 13) 15
(38 12) 15
(38 11) 15
(38 10) 15
(38 9) 50
(38 8) 50
(38 7) 50
(39 29) 50
(39 28) 15
(39 27) 13
(39 26) 13
(39 25) 12
(39 24) 12
(39 23) 12
(39 22) 13
(39 21) 15
(39 20) 50
(39 19) 15
(39 18) 15
(39 17) 15
(39 16) 15
(39 15) 15
(39 14) 15
(39 13) 15
(39 12) 15
(39 11) 15
(39 10) 15
(39 9) 15
(39 8) 50
(39 7) 50
(40 29) 50
(40 28) 12
(40 27) 13
(40 26) 12
(40 25) 12
(40 24) 12
(40 23) 13
(40 22) 13
(40 21) 15
(40 20) 50
(40 19) 15
(40 18) 15
(40 17) 15
(40 16) 15
(40 15) 15
(40 14) 15
(40 13) 15
(40 12) 15
(40 11) 15
(40 10) 15
(40 9) 15
(40 8) 15
(40 7) 15
(41 29) 50
(41 28) 15
(41 27) 12
(41 26) 12
(41 25) 12
(41 24) 12
(41 23) 12
(41 22) 13
(41 21) 15
(41 20) 15
(41 19) 50
(41 18) 15
(41 17) 15
(41 16) 15
(41 15) 15
(41 14) 15
(41 13) 15
(41 12) 15
(41 11) 15
(41 10) 15
(41 9) 15
(41 8) 15
(41 7) 15
(42 31) 50
(42 30) 50
(42 29) 15
(42 28) 15
(42 27) 12
(42 26) 12
(42 25) 12
(42 24) 12
(42 23) 12
(42 22) 13
(42 21) 15
(42 20) 15
(42 19) 50
(42 18) 15
(42 17) 15
(42 16) 15
(42 15) 15
(42 14) 15
(42 13) 15
(42 12) 15
(42 11) 15
(42 10) 15
(42 9) 15
(42 8) 15
(42 7) 15
(43 31) 50
(43 30) 15
(43 29) 15
(43 28) 12
(43 27) 12
(43 26) 12
(43 25) 12
(43 24) 12
(43 23) 12
(43 22) 13
(43 21) 15
(43 20) 15
(43 19) 15
(43 18) 50
(43 17) 15
(43 16) 15
(43 15) 15
(43 14) 15
(43 13) 15
(43 12) 15
(43 11) 15
(43 10) 15
(43 9) 15
(43 8) 15
(43 7) 15
(43 6) 15
(44 30) 15
(44 29) 12
(44 28) 12
(44 27) 11
(44 26) 12
(44 25) 12
(44 24) 12
(44 23) 12
(44 22) 13
(44 21) 15
(44 20) 15
(44 19) 15
(44 18) 50
(44 17) 15
(44 16) 15
(44 15) 15
(44 14) 15
(44 13) 15
(44 12) 15
(44 11) 15
(44 10) 15
(44 9) 15
(44 8) 15
(44 7) 15
(44 6) 15
(45 28) 12
(45 27) 11
(45 26) 12
(45 25) 12
(45 24) 12
(45 23) 12
(45 22) 12
(45 21) 15
(45 20) 15
(45 19) 15
(45 18) 15
(45 17) 50
(45 16) 15
(45 15) 15
(45 14) 15
(45 13) 15
(45 12) 15
(45 11) 15
(45 10) 15
(45 9) 15
(45 8) 15
(45 7) 15
(45 6) 15
(46 28) 11
(46 27) 12
(46 26) 12
(46 25) 12
(46 18) 15
(46 17) 50
(46 16) 15
(46 15) 15
(46 14) 15
(46 13) 15
(46 12) 15
(46 11) 15
(46 10) 15
(46 9) 15
(46 8) 15
(46 7) 15
(47 17) 15
(47 16) 15
(47 15) 15
(47 14) 15
(47 13) 15
(47 12) 15
(47 11) 15
(47 10) 15
(47 9) 15
(47 8) 15
(47 7) 15
}
